,id,created_at,user,text,language,lat,lng,user location,user utc offset,user time zone,Parsed,lemmas
4111,'398792399524462592',1383885691.0,MarielleSwift,"Dear Yolanda, Umalis ka na di ka welcome dito! Sama mo si Napoles souvenir!",tl,,,SwiftyLand,-28800.0,Pacific Time (US & Canada),"Dear Yolanda, Umalis ka na di ka welcome dito! Sama mo si Napoles souvenir!","['dear', 'yolanda', 'umalis', 'welcome', 'dito', 'sama', 'napoles', 'souvenir']"
4112,'398792485646135296',1383885712.0,fatx051793,"""Sana lahat tayo katulad ni Napoles.. Bigla nalang yayaman ng HINDI NATIN ALAM."" - (via... http://t.co/Oqnmv758X2",tl,,,"rosario,batangas",-32400.0,Alaska,"""Sana lahat tayo katulad ni Napoles.. Bigla nalang yayaman ng HINDI NATIN ALAM."" - (via... http://t.co/Oqnmv758X2","['sana', 'lahat', 'tayo', 'katulad', 'napoles', 'bigla', 'nalang', 'yayaman', 'hindi', 'natin', 'alam', 'http://t.co/oqnmv758x2']"
4113,'398792485725421569',1383885712.0,jjpa23,Yolanda and Napoles! ,et,,,Philippines,28800.0,Kuala Lumpur,Yolanda and Napoles! ,"['yolanda', 'napoles']"
4114,'398792491236732928',1383885713.0,NewsForPh,#PhNews MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/Ksn9zD9tcX,en,,,Philippines,28800.0,Beijing,#PhNews MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/Ksn9zD9tcX,"['phnews', 'mtrcb', 'summon', 'arnold', 'clavio', 'rude', 'language', 'napoles', 'lawyer', 'http://t.co/ksn9zd9tcx']"
4115,'398792529144848384',1383885722.0,rakipaggs,"Yan e! Kasalanan ni Napoles! Simula nung nagumpisa yang Napoles issue, tuloy tuloy yung bagyo! Malas ka talaga! Joke pero di talaga joke :))",tl,,,"Baguio City, Philippines",28800.0,Singapore,"Yan e! Kasalanan ni Napoles! Simula nung nagumpisa yang Napoles issue, tuloy tuloy yung bagyo! Malas ka talaga! Joke pero di talaga joke :))","['yan', 'kasalanan', 'napoles', 'simula', 'nung', 'nagumpisa', 'yang', 'napoles', 'issue', 'tuloy', 'tuloy', 'yung', 'bagyo', 'malas', 'talaga', 'joke', 'pero', 'talaga', 'joke']"
4116,'398792541631684608',1383885725.0,SuperJoeLey,natawa ako sa nakita kong (fake) twitter account ni janet napoles. pampa-good vibes! haha :D,tl,,,Republic of the Philippines,28800.0,Hong Kong,natawa ako sa nakita kong (fake) twitter account ni janet napoles. pampa-good vibes! haha :D,"['natawa', 'ako', 'nakita', 'kong', 'fake', 'twitter', 'account', 'janet', 'napole', 'pampa', 'good', 'vibes', 'haha']"
4117,'398792549290082305',1383885727.0,hirofication,Hiro : Gwapo ba ako? Janet Napoles : Diko alam ,tl,,,,0.0,Casablanca,Hiro : Gwapo ba ako? Janet Napoles : Diko alam ,"['hiro', 'gwapo', 'ako', 'janet', 'napoles', 'diko', 'alam']"
4118,'398792570521665536',1383885732.0,angelo_jajie,@Chloerrroar Hahahahaha!!! \m/... Dapat Nakatira si Napoles Sa Sityo katapatan ! XD,tl,,,,,,@Chloerrroar Hahahahaha!!! \m/... Dapat Nakatira si Napoles Sa Sityo katapatan ! XD,"['hahahahaha', '\\m/', 'dapat', 'nakatira', 'napoles', 'sityo', 'katapatan']"
4119,'398792573189238784',1383885733.0,bassandled1989,@_enren I used this acct yesterday cuz tagalog tweets abt napoles and such idw to annoy my jap followers,en,,,"Mercury, sunbathing",28800.0,Beijing,@_enren I used this acct yesterday cuz tagalog tweets abt napoles and such idw to annoy my jap followers,"['acct', 'yesterday', 'cuz', 'tagalog', 'tweet', 'abt', 'napole', 'idw', 'annoy', 'jap', 'follower']"
4120,'398792590742396928',1383885737.0,MisterGelowTee,@Hirshiababyy Hala parang di ka nakapanood ng theater last year? Napoles lang?,tl,,,,-36000.0,Hawaii,@Hirshiababyy Hala parang di ka nakapanood ng theater last year? Napoles lang?,"['hala', 'parang', 'nakapanood', 'theater', 'year', 'napole', 'lang']"
4121,'398792600930754560',1383885739.0,iamshinonymous,Photo: NAPOLES FACIAL CREAM - Para sa mukhang walang kasing TIGAS! #napoles #facial #cream #hard #tigas... http://t.co/AuBhRQ3oJy,tl,,,World Wide Web,28800.0,Beijing,Photo: NAPOLES FACIAL CREAM - Para sa mukhang walang kasing TIGAS! #napoles #facial #cream #hard #tigas... http://t.co/AuBhRQ3oJy,"['photo', 'napoles', 'facial', 'cream', 'para', 'mukhang', 'walang', 'kas', 'tigas', 'napole', 'facial', 'cream', 'hard', 'tigas', 'http://t.co/aubhrq3ojy']"
4122,'398792603451158530',1383885740.0,KoyaRed,"Magsinungaling man si Napoles, Dumaan man si Yolanda. Bading parin ang Chciser.",tl,,,Earth,28800.0,Singapore,"Magsinungaling man si Napoles, Dumaan man si Yolanda. Bading parin ang Chciser.","['magsinungal', 'man', 'napoles', 'dumaan', 'man', 'yolanda', 'bad', 'parin', 'ang', 'chciser']"
4123,'398792641854201857',1383885749.0,jellytotsbetch_,"Grabe ka yolanda. ikanga ng kaklase ko.. ""sana kay napoles ka nalang rumagasa! Kahit tangayin mo pa sha!"" #PrayForThePhilippines",tl,,,PH,-32400.0,Alaska,"Grabe ka yolanda. ikanga ng kaklase ko.. ""sana kay napoles ka nalang rumagasa! Kahit tangayin mo pa sha!"" #PrayForThePhilippines","['grabe', 'yolanda', 'ikanga', 'kaklase', 'sana', 'kay', 'napole', 'nalang', 'rumagasa', 'kahit', 'tangayin', 'sha', 'prayforthephilippine']"
4124,'398792643561259008',1383885750.0,fh4ye,"""@PetraMahalimuyk: Napaka-bongga naman ng welcoming committee ko! Thanks, Napoles &amp; Yolanda  mga punyeta kayo.""--hahaha hilarious si petra",tl,,,,28800.0,Beijing,"""@PetraMahalimuyk: Napaka-bongga naman ng welcoming committee ko! Thanks, Napoles &amp; Yolanda  mga punyeta kayo.""--hahaha hilarious si petra","['napaka', 'bongga', 'naman', 'welcome', 'committee', 'thank', 'napoles', 'amp', 'yolanda', 'mga', 'punyeta', 'kayo', 'hahaha', 'hilarious', 'petra']"
4125,'398792651098423296',1383885751.0,rafaeljtanfq,Napanood ko yung usapan nina Arnold Clavio and Napoles's lawyer. Nakakapanginit ng dugo. ,tl,,,Honeymoon Avenue ,39600.0,New Caledonia,Napanood ko yung usapan nina Arnold Clavio and Napoles's lawyer. Nakakapanginit ng dugo. ,"['napanood', 'yung', 'usapan', 'nina', 'arnold', 'clavio', 'napoles', 'lawyer', 'nakakapanginit', 'dugo']"
4126,'398792677816561664',1383885758.0,YourHonorPlease,"sya nga pala wala ka talaga?  ""I invoke my right against self-incrimination"" (Napoles, 2013)Sources:1. NAPOL... http://t.co/GY6FEDb3ak",tl,,,"Marikina City, Filipinas (PH)",28800.0,Singapore,"sya nga pala wala ka talaga?  ""I invoke my right against self-incrimination"" (Napoles, 2013)Sources:1. NAPOL... http://t.co/GY6FEDb3ak","['sya', 'nga', 'pala', 'wala', 'talaga', 'invoke', 'right', 'self', 'incrimination', 'napoles', '2013)sources:1', 'napol', 'http://t.co/gy6fedb3ak']"
4127,'398792684220862465',1383885759.0,tintinaaaaan,"""@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles."" Eto lang ang tanging magandang maidudulot mo, Yolanda. Siguraduhin mo.",tl,,,"Makati, Philippines",,,"""@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles."" Eto lang ang tanging magandang maidudulot mo, Yolanda. Siguraduhin mo.","['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole', 'eto', 'lang', 'ang', 'tang', 'magandang', 'maidudulot', 'yolanda', 'siguraduhin']"
4128,'398792710276259840',1383885766.0,lale_,@jpvarsky #muza5k No pueden ir por Corrientes y no probar la pizza de Napoles,es,,,Argentina,-10800.0,Buenos Aires,@jpvarsky #muza5k No pueden ir por Corrientes y no probar la pizza de Napoles,"['muza5k', 'pueden', 'por', 'corrientes', 'probar', 'pizza', 'napoles']"
4129,'398792712549195776',1383885766.0,CASTILLOSOFIA27,sana maging honest ka MS.JANET LIM NAPOLES :) http://t.co/EZPMSDORvR,tl,,,,-25200.0,Arizona,sana maging honest ka MS.JANET LIM NAPOLES :) http://t.co/EZPMSDORvR,"['sana', 'mag', 'honest', 'ms.janet', 'lim', 'napoles', 'http://t.co/ezpmsdorvr']"
4130,'398792712595312640',1383885766.0,dianecondez,"@PanirangCaption: Ang nangyari kay napoles matapos niyang sabihin ang katagang, ""di ko po alam!"" ... http://t.co/2t8hiCfXw6",tl,,,Philippines,-32400.0,Alaska,"@PanirangCaption: Ang nangyari kay napoles matapos niyang sabihin ang katagang, ""di ko po alam!"" ... http://t.co/2t8hiCfXw6","['ang', 'nangyari', 'kay', 'napole', 'matapo', 'niyang', 'sabihin', 'ang', 'katagang', 'alam', 'http://t.co/2t8hicfxw6']"
4131,'398792732790886400',1383885771.0,jmlslvdr,@supeRIGHTeous @wachududer tanginang toni =))))) Di ko po alam. *insert napoles face here*,tl,,,,10800.0,Baghdad,@supeRIGHTeous @wachududer tanginang toni =))))) Di ko po alam. *insert napoles face here*,"['tanginang', 'toni', 'alam', 'insert', 'napole', 'face']"
4132,'398792743205339136',1383885773.0,MePaboritos,@wednesday_angel napoles lang ang peg? XD baka si maark? :3,tl,,,,,,@wednesday_angel napoles lang ang peg? XD baka si maark? :3,"['napole', 'lang', 'ang', 'peg', 'baka', 'maark']"
4133,'398792743649947648',1383885773.0,haannniiiieeeee,@vicegandako: ViceGanda: I want Napoles on GGV! Ma'amCharo: No! Mas bagay sya sa Maalaala Mo Kaya! Hahahahahahahahaha! ,tl,,,married to death himself  ,-25200.0,Arizona,@vicegandako: ViceGanda: I want Napoles on GGV! Ma'amCharo: No! Mas bagay sya sa Maalaala Mo Kaya! Hahahahahahahahaha! ,"['viceganda', 'want', 'napoles', 'ggv', ""ma'amcharo"", 'mas', 'bagay', 'sya', 'maalaala', 'kaya', 'hahahahahahahahaha']"
4134,'398792757751197697',1383885777.0,rosalesrem,"""@PanirangCaption: Ang nangyari kay napoles matapos niyang sabihin ang katagang, ""di ko po alam!"" ... http://t.co/lOgmQpMOOz""",tl,,,@BarrettoJulia is ,28800.0,Beijing,"""@PanirangCaption: Ang nangyari kay napoles matapos niyang sabihin ang katagang, ""di ko po alam!"" ... http://t.co/lOgmQpMOOz""","['ang', 'nangyari', 'kay', 'napole', 'matapo', 'niyang', 'sabihin', 'ang', 'katagang', 'alam', 'http://t.co/logmqpmooz']"
4135,'398792809236275200',1383885789.0,aangelaxx,Nagpapanty ka ba?Napoles: Hindi ko po alam:(#HAHAHAHAHAHAHAHA #NAKITAKOLANG,tl,,,CandyLand ,28800.0,Beijing,Nagpapanty ka ba?Napoles: Hindi ko po alam:(#HAHAHAHAHAHAHAHA #NAKITAKOLANG,"['nagpapanty', 'ba?napole', 'hindi', 'alam:(#hahahahahahahaha', 'nakitakolang']"
4136,'398792825602445312',1383885793.0,reycarubio,"@BaoziHan kanang link ays kay collection man na sa iyang mga pick-up lines ug punchlines, wala na niya gi ingon kay napoles!",tl,,,,28800.0,Beijing,"@BaoziHan kanang link ays kay collection man na sa iyang mga pick-up lines ug punchlines, wala na niya gi ingon kay napoles!","['kanang', 'link', 'kay', 'collection', 'man', 'iyang', 'mga', 'pick', 'line', 'punchline', 'wala', 'niya', 'ingon', 'kay', 'napole']"
4137,'398792831696781312',1383885794.0,babydardardara,"Yolanda, bigay na namin sayo si Napoles para iwan mo na kami :(",tl,,,,-28800.0,Pacific Time (US & Canada),"Yolanda, bigay na namin sayo si Napoles para iwan mo na kami :(","['yolanda', 'bigay', 'namin', 'sayo', 'napoles', 'para', 'iwan', 'kami']"
4138,'398792863707713537',1383885802.0,AirishPakiss,I  invoke my right against self-incrimination hahaha #Napoles http://t.co/hpCf3Th70H,en,,,Dyan sa may kanto,28800.0,Beijing,I  invoke my right against self-incrimination hahaha #Napoles http://t.co/hpCf3Th70H,"['invoke', 'right', 'self', 'incrimination', 'hahaha', 'napoles', 'http://t.co/hpcf3th70h']"
4139,'398792886390501376',1383885807.0,chimjhing,"I love Honesto ""Blue, Blue, Blue .."" Sana si napoles din maging kagaya mo para ang sagot nya kay ma'am @senmiriam guilty po .. guilty po :)",tl,,,PasigCity M.Manila Philippines,28800.0,Hong Kong,"I love Honesto ""Blue, Blue, Blue .."" Sana si napoles din maging kagaya mo para ang sagot nya kay ma'am @senmiriam guilty po .. guilty po :)","['love', 'honesto', 'blue', 'blue', 'blue', 'sana', 'napole', 'din', 'mag', 'kagaya', 'para', 'ang', 'sagot', 'nya', 'kay', ""ma'am"", 'guilty', 'guilty']"
4140,'398792937686855680',1383885820.0,KC_Caluag,"Sana rin may taong kapag nagsinungaling lumalaki ang ilong kagaya ni Honesto. Kasi amnesia girl, magna, at liar. tsk.  #Napoles",tl,,,Inside your intestine,28800.0,Beijing,"Sana rin may taong kapag nagsinungaling lumalaki ang ilong kagaya ni Honesto. Kasi amnesia girl, magna, at liar. tsk.  #Napoles","['sana', 'rin', 'taong', 'kapag', 'nagsinungaling', 'lumalaki', 'ang', 'ilong', 'kagaya', 'honesto', 'kasi', 'amnesia', 'girl', 'magna', 'liar', 'tsk', 'napole']"
4141,'398792947648311296',1383885822.0,ItsnotmeGian,@GOODtababoy I invoke my rights to self - incrimination! hahahaha #Napoles,en,,,,-32400.0,Alaska,@GOODtababoy I invoke my rights to self - incrimination! hahahaha #Napoles,"['invoke', 'right', 'self', 'incrimination', 'hahahaha', 'napole']"
4142,'398792948344565760',1383885822.0,_annesmth,"@iLancee nahhhh, ni napoles!",tl,,,MNL PH,-32400.0,Alaska,"@iLancee nahhhh, ni napoles!","['nahhhh', 'napole']"
4143,'398792950475259904',1383885823.0,liarsgotoyel,@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles.,tl,,,,-28800.0,Pacific Time (US & Canada),@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles.,"['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole']"
4144,'398792951410589696',1383885823.0,bryeder,Yari ka NAPOLES . ;) http://t.co/azyapofXjT,tl,,,kamuning q.c ,,,Yari ka NAPOLES . ;) http://t.co/azyapofXjT,"['yari', 'napoles', 'http://t.co/azyapofxjt']"
4145,'398792958184398848',1383885825.0,LAWRRRRRRR,"Gina skip2 nako ang probing napoles kay mao ra gihapon""I invoke my right"" ra ug "" hindi ko matamdaan/alala"" ang madungan nako :/#Annoyed",tl,,,"Durian City,Perlas ng Silangan",28800.0,Beijing,"Gina skip2 nako ang probing napoles kay mao ra gihapon""I invoke my right"" ra ug "" hindi ko matamdaan/alala"" ang madungan nako :/#Annoyed","['gina', 'skip2', 'nako', 'ang', 'probe', 'napole', 'kay', 'mao', 'gihapon""i', 'invoke', 'right', 'hindi', 'matamdaan', 'alala', 'ang', 'madungan', 'nako', '/#annoyed']"
4146,'398792973791404032',1383885828.0,manelairag,"@imjonlucas: Andiyan na si Yolanda!!! Im sure si Napoles ""Hindi niya alam"" :( omg Jon ",tl,,,IG: manelairag,28800.0,Beijing,"@imjonlucas: Andiyan na si Yolanda!!! Im sure si Napoles ""Hindi niya alam"" :( omg Jon ","['andiyan', 'yolanda', 'sure', 'napoles', 'hindi', 'niya', 'alam', 'omg', 'jon']"
4147,'398792988010102784',1383885832.0,MARGAphernelia,@BagyongYoIanda pwede ba si Napoles nalang isacrifice namin tapos alis ka na?,tl,,,lost in stereo,-28800.0,Pacific Time (US & Canada),@BagyongYoIanda pwede ba si Napoles nalang isacrifice namin tapos alis ka na?,"['pwede', 'napole', 'nalang', 'isacrifice', 'namin', 'tapos', 'alis']"
4148,'398792992615448576',1383885833.0,BroAnyare,Yolanda+Napoles? Parehong masama. Pero at least magaling yung reporter ng Yolanda. #Atom vs #Arnold #BroAnyare #PrayForThePhilippines,en,,,Philippines,28800.0,Beijing,Yolanda+Napoles? Parehong masama. Pero at least magaling yung reporter ng Yolanda. #Atom vs #Arnold #BroAnyare #PrayForThePhilippines,"['yolanda+napole', 'parehong', 'masama', 'pero', 'magal', 'yung', 'reporter', 'yolanda', 'atom', 'arnold', 'broanyare', 'prayforthephilippine']"
4149,'398793006804774912',1383885836.0,patatocastro,"""Mahal mo ba ako?"" ""Hindi Ko Alam""Napoles-Zoned ka. OUCH",tl,,,,,,"""Mahal mo ba ako?"" ""Hindi Ko Alam""Napoles-Zoned ka. OUCH","['mahal', 'ako', 'hindi', 'alam""napoles', 'zoned', 'ouch']"
4150,'398793041109975041',1383885844.0,MaanSantillan,"""@imjonlucas: Andiyan na si Yolanda!!! Im sure si Napoles ""Hindi niya alam"" :(""",tl,,,Cebu City ,28800.0,Hong Kong,"""@imjonlucas: Andiyan na si Yolanda!!! Im sure si Napoles ""Hindi niya alam"" :(""","['andiyan', 'yolanda', 'sure', 'napoles', 'hindi', 'niya', 'alam']"
4151,'398793051784486913',1383885847.0,ChaChaJanisen,"""@PapaJackSayings: ""Kapatid ng magnanakaw ang sinungaling. Kaya wag na kayo magtaka kung hindi aamin si Napoles.""""",tl,,,Bian Laguna,-25200.0,Arizona,"""@PapaJackSayings: ""Kapatid ng magnanakaw ang sinungaling. Kaya wag na kayo magtaka kung hindi aamin si Napoles.""""","['kapatid', 'magnanakaw', 'ang', 'sinungaling', 'kaya', 'wag', 'kayo', 'magtaka', 'kung', 'hindi', 'aamin', 'napoles']"
4152,'398793074010112000',1383885852.0,larrychoogs,"""DI KO PO ALAM.""ladies and gentspresentingJanet Luy Lim Napoles",tl,,,Never in your wildest dreams/5,28800.0,Beijing,"""DI KO PO ALAM.""ladies and gentspresentingJanet Luy Lim Napoles","['alam.""ladie', 'gentspresentingjanet', 'luy', 'lim', 'napoles']"
4153,'398793114779152385',1383885862.0,rmbola,"BTS of what was an eventful Nov. 7, 2013. #Napoles #SenateOfThePhilippines #PDAFProbe @ Senate of the http://t.co/2ivwDcHBcw",en,14.54633936,120.98340579,1432N 12109E,28800.0,Taipei,"BTS of what was an eventful Nov. 7, 2013. #Napoles #SenateOfThePhilippines #PDAFProbe @ Senate of the http://t.co/2ivwDcHBcw","['bts', 'eventful', 'nov.', 'napole', 'senateofthephilippine', 'pdafprobe', 'senate', 'http://t.co/2ivwdchbcw']"
4154,'398793139298656256',1383885868.0,familya_altamia,"CM Shop: ops!! because of NApoles and yolanda i forget to thanks mam Jonalyn yesterday .. :P well anyway, thanks... http://t.co/3scCvFjgUu",en,,,,-28800.0,Pacific Time (US & Canada),"CM Shop: ops!! because of NApoles and yolanda i forget to thanks mam Jonalyn yesterday .. :P well anyway, thanks... http://t.co/3scCvFjgUu","['shop', 'ops', 'napole', 'yolanda', 'forget', 'thank', 'mam', 'jonalyn', 'yesterday', 'thank', 'http://t.co/3sccvfjguu']"
4155,'398793145229389824',1383885869.0,christeeeyyn,"""@MaanSantillan: ""@imjonlucas: Andiyan na si Yolanda!!! Im sure si Napoles ""Hindi niya alam"" :(""""",tl,,,,-36000.0,Hawaii,"""@MaanSantillan: ""@imjonlucas: Andiyan na si Yolanda!!! Im sure si Napoles ""Hindi niya alam"" :(""""","['andiyan', 'yolanda', 'sure', 'napoles', 'hindi', 'niya', 'alam']"
4156,'398793144189210624',1383885869.0,azaleah_ashley,alam mo ang kagandahan mo parang si janet napoles ..#hindikoalam .. hehe xD#PrayForThePhilippines #CAPIZnon,tl,,,in ur heart ,28800.0,Beijing,alam mo ang kagandahan mo parang si janet napoles ..#hindikoalam .. hehe xD#PrayForThePhilippines #CAPIZnon,"['alam', 'ang', 'kagandahan', 'parang', 'janet', 'napole', 'hindikoalam', 'hehe', 'xd#prayforthephilippine', 'capiznon']"
4157,'398793155224809472',1383885872.0,chachachichirya,"Dear Yolanda, umalis kana ng Pilipinas. Pakidalana rin si Napoles. Salamat! - Filipinos",tl,,,makati,28800.0,Beijing,"Dear Yolanda, umalis kana ng Pilipinas. Pakidalana rin si Napoles. Salamat! - Filipinos","['dear', 'yolanda', 'umalis', 'kana', 'pilipinas', 'pakidalana', 'rin', 'napoles', 'salamat', 'filipinos']"
4158,'398793161582968832',1383885873.0,RequejoShine,@AnnGummie bbibili ako walang lasa ang #porkbarrel,tl,,,,,,@AnnGummie bbibili ako walang lasa ang #porkbarrel,"['bbibili', 'ako', 'walang', 'lasa', 'ang', 'porkbarrel']"
4159,'398793161960853504',1383885873.0,GlendzLiciouz,Kapag nagamit sa tama ang #porkbarrel sapat na kaya ang tulong na mai-aabot sa ating mga kababayan pag http://t.co/2VrBGvry4o,tl,,, Mystic Falls,10800.0,Riyadh,Kapag nagamit sa tama ang #porkbarrel sapat na kaya ang tulong na mai-aabot sa ating mga kababayan pag http://t.co/2VrBGvry4o,"['kapag', 'nagamit', 'tama', 'ang', 'porkbarrel', 'sapat', 'kaya', 'ang', 'tulong', 'mai', 'aabot', 'mga', 'kababayan', 'pag', 'http://t.co/2vrbgvry4o']"
4160,'398793208970223616',1383885884.0,imajsantiago,Nanay daw ng Chicser si Napoles. HAHAHA! ./.,tl,,,Pasayeo,28800.0,Beijing,Nanay daw ng Chicser si Napoles. HAHAHA! ./.,"['nanay', 'daw', 'chicser', 'napoles', 'hahaha']"
4161,'398793211495596032',1383885885.0,RiveraAllona,Si Napoles Lng Nman Pla Eh ! :) http://t.co/vM3fqnYshf,tl,,,,,,Si Napoles Lng Nman Pla Eh ! :) http://t.co/vM3fqnYshf,"['napoles', 'lng', 'nman', 'pla', 'http://t.co/vm3fqnyshf']"
4162,'398793216922644480',1383885886.0,kenginfinity_,"Dear Ms. Napoles,You owe us the truth.Sincerely,The Filipino People",en,,,,-28800.0,Pacific Time (US & Canada),"Dear Ms. Napoles,You owe us the truth.Sincerely,The Filipino People","['dear', 'ms.', 'napoles', 'owe', 'truth', 'sincerely', 'filipino', 'people']"
4163,'398793227693588480',1383885889.0,JobetD,@pongyeng hahah gaga!!! napoles lang??,tl,,,philippines,,,@pongyeng hahah gaga!!! napoles lang??,"['hahah', 'gaga', 'napole', 'lang']"
4164,'398793227546800129',1383885889.0,Ohyennn27,"@imjonlucas: Andiyan na si Yolanda!!! Im sure si Napoles ""Hindi niya alam"" :( Hahahard!! ",tl,,,Philippines,28800.0,Beijing,"@imjonlucas: Andiyan na si Yolanda!!! Im sure si Napoles ""Hindi niya alam"" :( Hahahard!! ","['andiyan', 'yolanda', 'sure', 'napoles', 'hindi', 'niya', 'alam', 'hahahard']"
4165,'398793239894827008',1383885892.0,noemikyuut,"#YolandaPH , handa naming ibigay sau si NAPOLES , umalis ka lang agad ..",tl,,,"bacoor,cavite",,,"#YolandaPH , handa naming ibigay sau si NAPOLES , umalis ka lang agad ..","['yolandaph', 'handa', 'name', 'ibigay', 'sau', 'napoles', 'umalis', 'lang', 'agad']"
4166,'398793245435510784',1383885893.0,iamkimpadilla,"@imjonlucas: Andiyan na si Yolanda!!! Im sure si Napoles ""Hindi niya alam"" :(",tl,,,Paranaque.,28800.0,Beijing,"@imjonlucas: Andiyan na si Yolanda!!! Im sure si Napoles ""Hindi niya alam"" :(","['andiyan', 'yolanda', 'sure', 'napoles', 'hindi', 'niya', 'alam']"
4167,'398793260262363137',1383885897.0,justmeSBii,"Yolanda, Handa kaming i-alay si Janet Napoles Umalis ka lang ..",tl,,,,-28800.0,Pacific Time (US & Canada),"Yolanda, Handa kaming i-alay si Janet Napoles Umalis ka lang ..","['yolanda', 'handa', 'kam', 'alay', 'janet', 'napoles', 'umalis', 'lang']"
4168,'398793308995997697',1383885908.0,edwardcastro,8 Janet Napoles Answers to Classic Miss Universe Questions http://t.co/DYaRn5854T,en,,,Saudi Arabia,10800.0,Riyadh,8 Janet Napoles Answers to Classic Miss Universe Questions http://t.co/DYaRn5854T,"['janet', 'napoles', 'answers', 'classic', 'miss', 'universe', 'questions', 'http://t.co/dyarn5854t']"
4169,'398793320484589568',1383885911.0,zailibs,@matabangutak: Si napoles ka ba? Tinanong ko kasi kung mahal mo ako. Ang sinagot mo sakin Hindi ko alam. Hahaha,tl,,,PH  FIN,-28800.0,Pacific Time (US & Canada),@matabangutak: Si napoles ka ba? Tinanong ko kasi kung mahal mo ako. Ang sinagot mo sakin Hindi ko alam. Hahaha,"['napole', 'tinanong', 'kasi', 'kung', 'mahal', 'ako', 'ang', 'sinagot', 'sakin', 'hindi', 'alam', 'hahaha']"
4170,'398793328008757248',1383885913.0,eYnah,Napoles memes everywhere.,en,,,"Manila, Philippines",28800.0,Taipei,Napoles memes everywhere.,"['napole', 'meme']"
4171,'398793339757002752',1383885916.0,lordcuntapay,"Si #Yolanda paalis na bukas, sana si #Napoles  din amp",tl,,,My Domain.,-32400.0,Alaska,"Si #Yolanda paalis na bukas, sana si #Napoles  din amp","['yolanda', 'paali', 'bukas', 'sana', 'napoles', 'din', 'amp']"
4172,'398793351937290240',1383885918.0,MattManReturns3,@OchoaCapito @katevllnv hahaha nag aala-napoles pa e.,tl,,,,28800.0,Beijing,@OchoaCapito @katevllnv hahaha nag aala-napoles pa e.,"['hahaha', 'nag', 'aala', 'napole']"
4173,'398793353900199936',1383885919.0,RealKialbay,"""@hindiakosipedro: Blue nga naman kasi talaga. Hindi naman yan katulad ni Napoles hehe. #Honesto""",tl,,,,-32400.0,Alaska,"""@hindiakosipedro: Blue nga naman kasi talaga. Hindi naman yan katulad ni Napoles hehe. #Honesto""","['blue', 'nga', 'naman', 'kasi', 'talaga', 'hindi', 'naman', 'yan', 'katulad', 'napoles', 'hehe', 'honesto']"
4174,'398793364692168705',1383885922.0,EtonCity_,Yung kay napoles natural nang nangangamatis yung ilong,tl,,,MNL,28800.0,Beijing,Yung kay napoles natural nang nangangamatis yung ilong,"['yung', 'kay', 'napol', 'natural', 'nang', 'nangangamatis', 'yung', 'ilong']"
4175,'398793373659586560',1383885924.0,MervinUlanday,Sana lahat tayo katulad ni Napoles.Bigla nalang yayaman ng HINDI NATIN ALAM. ano po :),tl,,,Nicha's heart,,,Sana lahat tayo katulad ni Napoles.Bigla nalang yayaman ng HINDI NATIN ALAM. ano po :),"['sana', 'lahat', 'tayo', 'katulad', 'napoles', 'bigla', 'nalang', 'yayaman', 'hindi', 'natin', 'alam', 'ano']"
4176,'398793397072584704',1383885929.0,rapplerdotcom,Miriam to Napoles: Tell all before senators kill you http://t.co/MCyTmDa0ku,en,,,Philippines,28800.0,Taipei,Miriam to Napoles: Tell all before senators kill you http://t.co/MCyTmDa0ku,"['miriam', 'napoles', 'tell', 'senator', 'kill', 'http://t.co/mcytmda0ku']"
4177,'398793415527120896',1383885934.0,MicaelaaaCruz,@leamayonnaise ge. Magkano? Hingi tayo kay Napoles,tl,,,Paraaque City,28800.0,Beijing,@leamayonnaise ge. Magkano? Hingi tayo kay Napoles,"['magkano', 'hingi', 'tayo', 'kay', 'napoles']"
4178,'398793417792040960',1383885934.0,Ohhappylilsht,pwede bang condo unit nlng din ? tulad sa anak ni Napoles . xD haha,tl,,,kaleidescope sky,-32400.0,Alaska,pwede bang condo unit nlng din ? tulad sa anak ni Napoles . xD haha,"['pwede', 'bang', 'condo', 'unit', 'nlng', 'din', 'tulad', 'anak', 'napoles', 'haha']"
4179,'398793442412597249',1383885940.0,FresnelCruz,Di kasi honesto si Napoles eh http://t.co/uxPZ0Gw23K,tl,,,MNL,28800.0,Beijing,Di kasi honesto si Napoles eh http://t.co/uxPZ0Gw23K,"['kasi', 'honesto', 'napole', 'http://t.co/uxpz0gw23k']"
