text,created_at,user,user utc offset,language,lat,id,user time zone,lng,user location
"""FAST"" AND ""VIOLENT"" - Veteran storm chaser James Reynolds described Typhoon Yolanda as it finally enters PAR on... http://t.co/443b0N4G7t",1383745320.0,peepayworld,"Iloilo City, Philippines",en,,'398203639124480000',Alaska,,-32400
Let's start the day with a prayer. #YolandaPH #PrayForThePhilippines,1383745323.0,shellacho,"San Juan City, Philippines",en,,'398203653774770176',Pacific Time (US & Canada),,-28800
"From the Weather Channel: ""The most powerful tropical cyclone of 2013 anywhere on Earth is raging toward the Philippines."" #Haiyan",1383745339.0,RobElgasNBC,"Chicago, IL",en,,'398203717825986562',Central Time (US & Canada),,-21600
"""The eye of typhoon Yolanda was at 822 km east of Hinatuan, Surigao del Sur"" at around 4 a.m. - PAGASA @manila_bulletin",1383745340.0,MBEllalyndeVera,,en,,'398203721105932289',,,
Check out TWO-MINUTE TALKING POINT  Funding dries up for #Philippine's typhoon survivors by Thin Lei Win on Vimeo http://t.co/1mpEOwcAkv,1383745341.0,jessicaespin0za,Germany with global travels,en,,'398203726369800192',Berlin,,3600
Be alert guys. #YolandaPH,1383745351.0,jm_santos001,Camarines  Norte Philippines,en,,'398203768069963776',Pacific Time (US & Canada),,-28800
"Holy shiii!!! This ain't no joke... Not gonna lie, Yolanda is scary! http://t.co/65UHPBkO9X",1383745362.0,urBIGGESTbert,Cebu ,en,,'398203814274428928',Alaska,,-32400
#Philippines Supertyphoon Yolanda enters Philippine area of responsibility  http://t.co/pdVlFm6Kc1,1383745366.0,NewsTreasury,,en,,'398203832577978368',Eastern Time (US & Canada),,-18000
TYPHOON NEWS: Philippines Braces for Super Typhoon - Wall Street Journal (blog) http://t.co/4fb2STz2uK,1383745378.0,PHILAlerts,Philippines,en,,'398203883400744960',,,
Wag magpatalo kay #Yolanda ! :) #PrayForThePhilippines #PrayforMyself #PrayforMyFamily luh?! :D,1383745384.0,meemaito,PHL,en,14.4747024,'398203909644115968',Beijing,121.0077795,28800
Keep safe everyone #yolanda,1383745390.0,SirCramsALot,Philippines,en,,'398203932121382912',Hong Kong,,28800
"Praying for Visayas... First an earthquake, now a typhoon. :(",1383745391.0,KarlaMariaAlvar,Philippines,en,,'398203936160489473',,,
Pray for #cebu and #philippines! Stay away #YolandaPH...,1383745414.0,iamsarahmae,,en,,'398204032483098624',Alaska,,-32400
"Classes resume Nov 11. There is work &amp; enrollment Nov 7. We will monitor typhoon as it develops tomorrow. Stay safe, everyone!",1383745417.0,hrmsoucbanilad,,en,,'398204045636407296',,,
#PrayForThePhilippines #YolandaPH,1383745420.0,ItsIrishOwen,Philippines,en,,'398204060148318208',Alaska,,-32400
Everybody let us pray. Typhoon Yolanda please go away.,1383745421.0,ejaygirl831,Philippines,en,,'398204061511450625',Pacific Time (US & Canada),,-28800
The Typhoon at 5AM http://t.co/YvnHJfRDXt,1383745423.0,_TehJp,Scotland ,en,,'398204069061197824',Quito,,-18000
@IAmRennard let's show yolanda btch what we got! Lol #girlpower ,1383745430.0,Enelradd,InTheWorldWhereMyCrushExists,en,,'398204100715626496',Alaska,,-32400
"MORE: ""Super Typhoon #Haiyan had top sustained winds near 175 mph.... a collision course with the Philippines late this week.""",1383745431.0,RobElgasNBC,"Chicago, IL",en,,'398204103450324992',Central Time (US & Canada),,-21600
@gecgec06 typhoon*,1383745447.0,gecgec06,,en,,'398204172526305280',Beijing,,28800
[GMA Regions] Yolanda's 'violent' winds close in fast; PHL braces for impact http://t.co/DMdc2T0cnA,1383745447.0,AllNews_PH,Manila,en,,'398204170131365889',Beijing,,28800
Photo from PAGASA. #YolandaPH #scary http://t.co/zxBiJvTCAb,1383745450.0,jonico_s,Philippines,en,,'398204183251148800',Taipei,,28800
List of areas to be affected by monster typhoon Yolanda | Philstar Nation http://t.co/3jVu77yzqx,1383745450.0,brewsbucks,"Bauan,Batangas",en,,'398204182932754432',,,
Pray for everyone's safety.  #YolandaPH,1383745453.0,shamcosido,Land of Promise,en,,'398204195297173504',Pacific Time (US & Canada),,-28800
Sat Image of Yolanda (Haiyan) at 4:20 AM today... enormous.... http://t.co/5GW6Z6WhZN,1383745462.0,buddymigs,MRKNA/BLCN/LGNA/BTGS,en,,'398204234048344064',Singapore,,28800
Chirping birds #Cebu #Consolacion #YolandaPH,1383745465.0,irishlonzaga,Philippines,en,,'398204248149590016',Beijing,,28800
"TY #YolandaPH Forecast Position: expected to be at 240 km ESE of Guiuan, Eastern Samar by (cont) http://t.co/BMRWsIOebZ",1383745487.0,palamarquez,Philippines,en,,'398204337836417024',Hong Kong,,28800
Developing Super-Typhoon Aims For The Philippines http://t.co/Pyjfrpo9r8,1383745489.0,SEACatUofWA,"303 Thomson, UW Seattle, WA",en,,'398204346636460032',Pacific Time (US & Canada),,-28800
Yolanda asked:Hello..just joined the page and I'm loving it! I have a question about consistent healthy growth.... http://t.co/Q6bHos48Z1,1383745492.0,KandyLandKurls,United States  ,en,,'398204359978524672',Eastern Time (US & Canada),,-18000
That super typhoon looks fucking intense,1383745506.0,sliceohumblepie,,en,,'398204419109445632',Pacific Time (US & Canada),,-28800
"Classes resume Nov 11. There is work &amp; enrollment Nov 7. We will monitor typhoon as it develops later. Stay safe, everyone!",1383745510.0,hrmsoucbanilad,,en,,'398204437053071360',,,
awhhh hate seeing my lil sweetheart yolanda cry :/,1383745510.0,ugbeborr,"Ireland,Dublin ",en,,'398204435018416128',Amsterdam,,3600
"Keep safe everyone,may super typhoon daw.",1383745514.0,ACapillan,District 12,en,,'398204454551310336',,,
Keep safe~  #YolandaPH,1383745527.0,pamelamraz,"new york, new york",en,,'398204505772138496',Beijing,,28800
"http://t.co/33gHcR7ePF - Eurofighter Typhoon, multirole fighter via @flygc http://t.co/mVJXh0d7rl multi-role/swing-role combat aircraft...",1383745532.0,flygc,United Kingdom,en,,'398204530321801217',London,,0
Spare us Lord from the threat of typhoon Yolanda. We lift our safety unto Your loving arms &amp; shield us from destruction.  Keep safe guyss,1383745532.0,heleryyyrose,Godric's Hollow,en,,'398204528928899072',Hong Kong,,28800
"http://t.co/3I58qmVMm8 - Eurofighter Typhoon, multirole fighter via @flygc http://t.co/a7XCciBb2t multi-role/swing-role combat aircraft...",1383745535.0,flygc,United Kingdom,en,,'398204540484210688',London,,0
Be safe everyone &lt;3 #PrayForThePhilippines  #YolandaPH,1383745537.0,msromiebg,"Singapore City, Singapore",en,,'398204548583419904',Singapore,,28800
Wind: 280 KPHSimply incredible satellite image of Super Typhoon #Haiyan..the equivalent of a Category 5 in the... http://t.co/V4M03q7G0Z,1383745539.0,jesusybarzo,Brasil SC Itaja,en,,'398204557953478657',Brasilia,,-7200
Look at this! Super Typhoon #Haiyan heading for Philippines. Winds at 175 mph gusting to 210 mph! http://t.co/pCQ1LkM8Lh,1383745544.0,DanielleDozier,,en,,'398204580225224704',Central Time (US & Canada),,-21600
Goodmorning yolanda.Stay calm.,1383745546.0,fixstruck,ormoc city phil,en,11.0310421,'398204588299268097',Alaska,124.5908951,-32400
I dont think I should risk going to school today. I might get stranded ugh the warnings for the super typhoon is scary! Fam tells me to stay,1383745549.0,LeiiPandaTabi,Choi Seunghyun's Philtrum,en,,'398204601519730688',Beijing,,28800
Woke up and caught a glimpse of what the sky looks like. It looks like things are gonna get serious. #YolandaPH,1383745550.0,olinojohn,,en,,'398204605286191104',,,
#YolandaPh with winds up to 215 kph.. Gustiness up to 250kph... Some areas in Visayas under signal #2 http://t.co/nBGYVggl5W,1383745550.0,rossgaddi10,,en,,'398204603465859072',,,
Ingat po sa lahat. Keep safe and Godbless! #YolandaPH,1383745553.0,akosikaibigan,,en,,'398204617252556800',Hong Kong,,28800
"""@philredcross:  #YolandaPH, Issues Survival Tips http://t.co/gYTIhW2pMP http://t.co/JEWXbC1S0e""",1383745564.0,twinklelydy,Asia,en,,'398204664035823616',Singapore,,28800
"Typhoon Haiyan whoa, that's a crazy storm!",1383745566.0,SeechRobin,Cape Town,en,,'398204669643980800',Pretoria,,7200
"Residents of #Palau and  Micronesia assessing the damage after Super Typhoon #Haiyan hit, packing winds of 260 km/hr http://t.co/fdYh9eTuis",1383745569.0,RANews,"Melbourne, Australia",en,,'398204685082836992',Melbourne,,39600
We're ready for the approaching super typhoon Yolanda.,1383745572.0,gephriel,"Calamban, Laguna, Philippines",en,,'398204696445206528',Alaska,,-32400
I arrived home safe and the sky's clear. Hoping the weather will be fine until Yolanda's gone!  Pray http://t.co/xIyrv2tY9j,1383745576.0,iamalluringjen,In A Place Where I'm Alone,en,10.34007453,'398204714510462977',Irkutsk,123.90251138,32400
"@ukgdos #YolandaPH Biliran is ominously calm and gloomy, trees are still, clouds shroud the skies. Next scenes are still unimaginable.",1383745577.0,CJethol,Tacloban City,en,,'398204715554443264',,,
Typhoon Yolanda just entered PAR and Signal no. 1 and 2 are already implemented. It's gaining strength as it moves in the pacific.,1383745579.0,angieetaveraa,Philippines,en,,'398204725314596864',Singapore,,28800
#YolandaPH be safe everyone.,1383745580.0,dapuebla09,Cebu Philippines,en,,'398204730612011009',Singapore,,28800
Super Typhoon #Haiyan (local name: #YolandaPH) is considered to be the strongest storm on Earth in 2013. source: CNN,1383745590.0,JayJaboneta,Philippines,en,,'398204769749065728',Singapore,,28800
.@specutainment has just jinxed the weather forecast for Shanghai. Guess we'll see a typhoon appearing any time now...,1383745595.0,dsceuroeditor,,en,,'398204794604503040',Amsterdam,,3600
winds may be &gt;290 km/h! MT @afreedma: Super Typhoon #Haiyan near theoretical limit of intensity for storm of its kind http://t.co/UBZFcfOUvI,1383745599.0,JWagstaffe,Vancouver,en,,'398204810132221952',Pacific Time (US & Canada),,-28800
A Fish Called Yolanda.,1383745601.0,ChemicalCircus,Ghost Town  ,en,,'398204816389726208',Tokyo,,32400
#yolandaph is not just the most powerful storm to hit the #philippines this year. It's the most powerful storm in the world this 2013.,1383745604.0,balintatao,Pilipinas,en,,'398204830671327232',Singapore,,28800
@parkercroft a 7.2 magntd quake recntly hit our place here n the Phils and the weathr forecast ppl are saying a supertyphoon is coming......,1383745613.0,leibynese,Camelot,en,,'398204866352250880',Beijing,,28800
#PrayForThePhilippines #YolandaPH,1383745623.0,byronjarebb96,"Mandaluyong, Philippines",en,,'398204909239025664',Hong Kong,,28800
"[DGTL TYPH] [JMA] Typhoon HAIYAN (201330) is at 8.2N, 134.4E with 905hPa and 60m/s on 2013-11-06 18 UTC http:/... http://t.co/GsCDRzbjpu",1383745626.0,PHWeatherNow,Philippines,en,,'398204920882425857',,,
What to do before a typhoon https://t.co/n9hj3TciHI,1383745641.0,alvinabrantes,Philippines,en,,'398204987152429057',Taipei,,28800
say hello to Yolanda ;-) she's coming na LAF,1383745652.0,RZOCIT,cagayan de oro city,en,,'398205031893045248',Bangkok,,25200
So the super typhoon #YolandaPh is anticipated we are actually on dressdown later even if it hasn't rained yet here in Manila. Scary.,1383745653.0,jolt8,"Manila, Philippines",en,,'398205037622460417',Taipei,,28800
"(1/2) #YolandaPH SIGNAL NO. 2: Eastern Samar, Samar, Southern Leyte, Surigao Del Norte inc. Siargao Island,  Dinagat Island",1383745654.0,ukgdos,Philippines,en,,'398205038776287232',Hong Kong,,28800
#YolandaPH 'violent' winds close in fast; PHL braces for impact http://t.co/flWw5Zsviv | How are you preparing for the storm?,1383745655.0,YouScoop,Philippines,en,,'398205043687436288',Beijing,,28800
"Super typhoon Haiyan hits Category 5, an extremely serious threat to Philippines from @capitalweather http://t.co/VLD2gYMJno",1383745660.0,riskmarketnews,"New York, NY",en,,'398205063744610304',Central Time (US & Canada),,-21600
"""@ABSCBNNews: Super typhoon Yolanda stronger than Pablo: US military http://t.co/9Ld2yIVeG7""",1383745662.0,cybershot915,Laguna,en,,'398205072695259136',Hawaii,,-36000
Wtf? They said that the SUPER typhoon will come tooodaaaay. OMFG,1383745667.0,BackStarHoran,Hogwarts,en,,'398205095369650176',Beijing,,28800
'Yolanda' a Category 5 super typhoon: US experts http://t.co/QZCVLV4gvK,1383745667.0,ArielBartolome1,,en,,'398205093344190464',Hong Kong,,28800
Ready.....but Yolanda came so i have to entertain her! Why so early Yolanda?!? @ Mansion ni Donya Amor  http://t.co/V3TsXEHCYj,1383745669.0,amorlicious10,Philippines,en,,'398205101225283584',,,
Good morning! Thursday shift begins. Stay safe! #YolandaPH,1383745672.0,biancaantalan,Makati City,en,,'398205116794163201',Pacific Time (US & Canada),,-28800
LANDSLIDE NEWS: PH evacuates coastal areas ahead of super typhoon - ABS CBN News http://t.co/BLXyTqeGVC,1383745678.0,PHILAlerts,Philippines,en,,'398205140584656897',,,
"Brace yourselves. This winter, the super typhoon is coming.",1383745681.0,tomorelos,Place that has beaches nearby.,en,,'398205152676438016',Urumqi,,28800
"PAGASA: The northeast monsoon is affecting the northern and central Luzon. At 4 a.m. today, the eye of typhoon... http://t.co/eictDxpjej",1383745685.0,ejaygirl831,Philippines,en,,'398205171437535232',Pacific Time (US & Canada),,-28800
Just imagine what the typhoon can do once it landfalls. ,1383745688.0,angieetaveraa,Philippines,en,,'398205180748918785',Singapore,,28800
#PrayForThePhilippines #YolandaPH Already in PAR,1383745694.0,ARGIEnamoto,Medyo badboy,en,,'398205206447419392',Beijing,,28800
yolanda can u make up ur mind already,1383745696.0,ohsohoran_x,Jennette Follows ,en,,'398205214202679297',London,,0
"Watch Live camera from #Boracay Weather Station south of Manila, Philippines as Super #Typhoon #Haiyan approaches.http://t.co/EPbD9vEMtL",1383745697.0,RancidNews1,"In a van, down by the river.",en,,'398205220280205312',Eastern Time (US & Canada),,-18000
Amazing satellite image of super typhoon #Haiyan heading right for the Phillipines. http://t.co/aY12ROpzau,1383745703.0,wxbrad,"Charlotte, NC",en,,'398205247232806912',Eastern Time (US & Canada),,-18000
An impressive #Typhoon about to move into the #Phillippines. #Haiyan is clocking in gusts over 200mph. http://t.co/mFkgoA48DI,1383745704.0,KAGSweather,"Bryan, TX",en,,'398205247505440769',Central Time (US & Canada),,-21600
"Haiyan enters PAR, codenamed Yolanda, brings gusts of up to 230 kph http://t.co/0WEZmbHdkZ",1383745705.0,pbdelacruz,,en,,'398205254824501248',Nuku'alofa,,46800
Be safe. Be vigilant #YolandaPH,1383745706.0,stunningshan,UBEC,en,,'398205258532265984',Singapore,,28800
"It's 6am but it looks like 12mn :( good morning everyone! #Typhoon #besafe @jafmcg (@ Cubao, Quezon City) http://t.co/YXa2j9nYN9",1383745714.0,judy_gonzales,,en,,'398205292208742401',,,
[NEWS] Super Typhoon Haiyan a Serious Threat to the Philippines - http://t.co/Ky8BjX7mQT http://t.co/RZBPjjs9dz via Google,1383745718.0,PanahonNgayon,Philippines,en,,'398205307023032320',,,
@DanielleDozier: Look at this! Super Typhoon #Haiyan heading for #Philippines. Winds at 175 mph gusting to 210 mph! http://t.co/7B6syaKnau,1383745726.0,RachelTRAFFIC,"Oklahoma City, OK",en,,'398205341952778241',Central Time (US & Canada),,-21600
Be safe. Be vigilant #YolandaPH,1383745739.0,_MitchGerard,Mandaluyong,en,,'398205397544083456',Beijing,,28800
Keep safe everyone! Pray and prepare  #YolandaPH,1383745742.0,Enelradd,InTheWorldWhereMyCrushExists,en,,'398205409569161216',Alaska,,-32400
@ABSCBNNews: WATCH: How super typhoon Yolanda will hit Philippines http://t.co/0TYWBhf5cNAll that we have to gotta do now is still pray.,1383745742.0,PAHMshell,where You will be,en,,'398205409082626048',Singapore,,28800
We believe in ur mercy Almighty God. Please keep us safe frm the things that may happen today. #YolandaPH Get away from us ! #RT #Faith,1383745745.0,jm_santos001,Camarines  Norte Philippines,en,,'398205423695953920',Pacific Time (US & Canada),,-28800
"Whats the difference between a typhoon,cyclone,hurricane and tropical storm?",1383745747.0,dc77ww,Kidderminster ,en,,'398205430838874112',,,
I won't mind if it's so hot right now rather than you #YolandaPH showing ur 250kmph na hangin!!!,1383745748.0,gladysanne30,Philippines,en,,'398205435901001728',Hong Kong,,28800
Super Typhoon #Haiyan becomes strongest storm of 2013. Winds have increased to 280kph/170mph gusting to 330kph/205mph #CNN #YolandaPH,1383745748.0,MariRamosCNN,CNN Center,en,,'398205435280625664',Eastern Time (US & Canada),,-18000
"Its so quiet, Im scared. Is Yolanda here now? :/ anyway, gonna take a bath now",1383745753.0,peydch,Cagayan de Oro,en,,'398205453877788672',Singapore,,28800
"Looking at the diameter of  Yolanda, half of its tot. area can cover the whole Mindanao. Woaaah! Ingaaats Ingaats! #YolandaPH",1383745763.0,John_Sen_As,,en,,'398205497746026497',Beijing,,28800
@kayers23 Isn't the typhoon supposed to come in this morning?,1383745769.0,paolojarevalo,Manila,en,,'398205522513371137',Hong Kong,,28800
"Super Typhoon #Haiyan even stronger,now strongest tropical cyclone of 2013 on the entire planet http://t.co/892GXLlluI (via @twc_hurricane )",1383745769.0,Kike_Gavilan,"20.9828,-89.6184",en,,'398205523931058176',Mexico City,,-21600
Good Morning! Let's pray for our brothers and sisters in Visayas for a systematic evacuation and preparation for the incoming S.Typhoon,1383745773.0,blitzkaizer,Philippines ,en,,'398205540976693248',Arizona,,-25200
"Typhoon, mudslides kill 17 in Japan; 50 missing -... http://t.co/UqNBU0iUCv",1383745775.0,MyNetLikeMUSIC,,en,,'398205546202808321',Eastern Time (US & Canada),,-18000
"K, its official, no class because of the typhoon .",1383745787.0,MaiiRoiina,Davao,en,,'398205596274417664',Beijing,,28800
"#goodmorning so far, thursday shift begins.. stay safe! #YolandaPH",1383745788.0,iamkenaguilar,"Cavite, Philippines",en,14.53290784,'398205601747988480',Eastern Time (US & Canada),120.98575924,-18000
"Super Typhoon #YOLANDAph #HAIYAN Storm Signals, from PAGASA:SIGNAL #2, winds of 60-100kph expected w/in 24 hrs,... http://t.co/QmlxbTTSOr",1383745791.0,westpacwx,,en,,'398205616638144512',Hawaii,,-36000
Bye Roomyyyy!! ;))) Imma leave you muna kasi Yolanda is coming T_T take care ka dito ha ^_^#off to http://t.co/fdeRNGRZTD,1383745794.0,dettieful,"Tacloban City, Philippines",en,,'398205627945979904',Beijing,,28800
Yolanda's 'violent' winds close in fast; PHL braces for impact http://t.co/9MisrSmYPx via @gmanews,1383745796.0,arieseroles,Philippines,en,,'398205637688950784',Pacific Time (US & Canada),,-28800
Super Typhoon Haiyan a Serious Threat to the Philippines http://t.co/jvS3Fkbjqh,1383745800.0,richgrasso,"New York, NY",en,,'398205653493100546',Eastern Time (US & Canada),,-18000
Super typhoon forecast to hit the Philippines http://t.co/XgjJbbR9XK,1383745808.0,Tornado_Central,Iowa,en,,'398205687915749376',Central Time (US & Canada),,-21600
Super Typhoon Yolanda with a diameter of 600km and moving with the velocity of 212 kph. Wew,1383745811.0,blitzkaizer,Philippines ,en,,'398205698124697600',Arizona,,-25200
Animated Gif of Super Typhoon #Haiyan http://t.co/4HVGcUIGDR,1383745831.0,wxbrad,"Charlotte, NC",en,,'398205782095036416',Eastern Time (US & Canada),,-18000
Incredible. Super Typhoon #Haiyan / #Yolanda is up to 175mph sustained winds; Landfall in #Philippines Friday http://t.co/4UXPmCFQuC,1383745834.0,SteveMillerOK,"Oklahoma City, OK 73165",en,,'398205796900950016',Central Time (US & Canada),,-21600
I'm waiting to rain though... #YolandaPH,1383745837.0,JCyndrei,"Iloilo, Philippines",en,,'398205806933336064',Pacific Time (US & Canada),,-28800
Super typhoon Yolanda can go suck my big fat cock,1383745842.0,HeyaFeelings,,en,,'398205829062475776',Singapore,,28800
"Typhoon Yolanda aka Ruping By Krsnaraja Melvin I can not forget Typhoon Ruping on November 10-14 , 1990 when... http://t.co/wKBexgAjKb",1383745842.0,rajakrsna,cebu city,en,,'398205829414801408',,,
We will Pray to the Lord God...even the winds &amp; the waves obeyed Yeshua!!!   #YolandaPH,1383745843.0,myandieter,"@Stuttgart,@Goeppingen;Germany",en,,'398205833882124288',Brussels,,3600
dont let ur scholarly mind assume that yolanda is jz a theory n dvastatn is jz a drama. suspend classes in wud b affectd areas.,1383745845.0,violetagloria,thoughtswithlimits.blogspotcom,en,,'398205840403873792',Hong Kong,,28800
"Good morning guys, be aware of the super typhoon. Keep safe.. ",1383745856.0,itsssmikaela252,Earth,en,,'398205887795306496',,,
GoodMorning ate @Justsarahg- Sorry! can't Watch M2W - wala n pong kuryente samin eh ..due to typhoon Yolanda.. ingat po sa Lahat! #PRAY,1383745857.0,tataasher,ALBAY PHLIPPINES,en,,'398205892950523905',Beijing,,28800
The sky is dark. Super Storm  Yolanda now in PAR. Be safe everyone! #yolandaph #storm #bacolod http://t.co/FgyA5RqfI3,1383745858.0,heeenry,Smile City ,en,,'398205896620535808',Alaska,,-32400
Good morning!!! Prayers for our brothers and sisters in Visayas! Don't worry God is bigger than Yolanda. #YolandaPH,1383745858.0,itzmirajoy,"Bacolod, Philippines",en,,'398205897295413248',Hong Kong,,28800
It's a super typhoon #Yolanda and it's power was got stronger today and she's coming in the #Philippines..,1383745861.0,kiaLovers_14,,en,,'398205909328883712',Kuala Lumpur,,28800
Storm Chaser James Reynolds sees  #YolandaPH bringing destructive winds/torrential rains as it approaches Philippines http://t.co/ISOV9QrKoT,1383745865.0,EdMahmoud,Houston,en,,'398205924801671168',Central Time (US & Canada),,-21600
#YolandaPH stay safe everyone and pray,1383745866.0,Yhanikimwooooon,KpopLand ,en,14.1817274,'398205928131932161',Abu Dhabi,121.1847535,14400
"Severe Weather Bulletin Number 2 Tropical Cyclone Warning: Typhoon #YolandaPH (HAIYAN)Issued at 5:00 a.m.,... http://t.co/3rOekEd2Vn",1383745868.0,besprensimon,inside your radio sets,en,,'398205935723614208',Taipei,,28800
"You better watch out,you better not cry student, better not pout employee I'm telling you why #YolandaPH is coming to town.",1383745877.0,RigorHEARTTHROB,Owl City,en,14.64168725,'398205977272389633',Pacific Time (US & Canada),121.0253036,-28800
Omg!! #YolandaPH,1383745878.0,NaleHoran,Philippines,en,,'398205980250341376',,,
PAGASA: Typhoon Yolanda intensifies further as it continues to move west northwest at 30kph towards Eastern Visayas #YolandaPH,1383745882.0,ANCALERTS,Philippines,en,,'398205994989535232',Singapore,,28800
#YolandaPH LOL! ,1383745885.0,toffeenofied,Philippines,en,,'398206007857274880',Alaska,,-32400
Good morning. They say the super typhoon will hit Visayas today pr tomorrow... Let us hope Yolanda won't.   ,1383745897.0,iRosaBonita,"Iloilo, Philippines",en,,'398206058117615616',Hong Kong,,28800
Yolanda and Janet Lim Napoles. #ExcitingThursday,1383745899.0,AieBalagtasSee,,en,,'398206069530324992',Pacific Time (US & Canada),,-28800
Read more about Yolanda Foster's Lyme Struggle:... http://t.co/1HYQ66tXsN,1383745900.0,LymeandCancer,,en,,'398206073883987968',Eastern Time (US & Canada),,-18000
#Yolanda is the 15th super typhoon in the #Philippines..,1383745907.0,kiaLovers_14,,en,,'398206099800612864',Kuala Lumpur,,28800
Yolanda is expected to bring heavy to intense rainfall within its 600 km diameter.Public storm signal warning... http://t.co/GVyZK0yZod,1383745912.0,claingclaire,Cebu Phils,en,,'398206121456177152',Beijing,,28800
@arnelpineda - Super typhoon forecast to hit the Philippines http://t.co/1cTY4eqYf4 via @USATODAY i'll be praying it passes safely.,1383745913.0,SINNER6024,NoCal,en,,'398206124626673664',Pacific Time (US & Canada),,-28800
Good morning! Ingat ang lahat.  #YolandaPH,1383745914.0,chiarafatima,"Cavite, Philippines",en,,'398206128951021569',Alaska,,-32400
Do not let the weather affect ur mood today.There are days with sunshine &amp; days with rains &amp; floods.Keep safe &amp; dry everyone#YolandaPH,1383745918.0,_twistedAngeL,holding hands with Peter Pan,en,,'398206145862455296',Taipei,,28800
"@HellerWeather: For 4th time this year, Philippines going to be hit by  a typhoon/175 mph winds! http://t.co/NYu450Yewt@il0vetwix",1383745922.0,wheresmyNFL,,en,,'398206164535496704',Central Time (US & Canada),,-21600
Yolanda is coming. I can feel it.,1383745941.0,marcoisnotcool,MANILA//BRUNEI DARUSSALAM,en,,'398206242318868481',Singapore,,28800
"Part1:Storm Prayer Brigade:Father God,we humbly ask that you spare our families,relatives,our nation from the threat of typhoon Yolanda.",1383745947.0,jhaz305,"Tagum City,Philippines",en,,'398206269061738496',Beijing,,28800
"For those at Albay, Cebu, Bohol (Western Visayas) which are expected to experience the wrath of the super typhoon... http://t.co/t4cQjSSt3Z",1383745955.0,smart_aleck24,Philippines,en,,'398206301613723648',Pacific Time (US & Canada),,-28800
"Who will make a bigger impact today, Yolanda or Janet???",1383745955.0,ateKEE,Republika ng Pilipinas,en,14.59154038,'398206300686798848',Singapore,121.12388402,28800
Our faith is shockproof and waterproof. #YolandaPH,1383745964.0,theleelanter,Philippines,en,,'398206340302000128',Pacific Time (US & Canada),,-28800
Please be safe and continue to pray for everyone's safety. God be with us. #YolandaPH,1383745965.0,Le_sebastian,,en,,'398206346220163072',Alaska,,-32400
The Storm King MT @BMcNoldy: #Haiyan (175mph) supertyphoon - the most intense tropical cyclone in the world this year http://t.co/vwB6CB3ynZ,1383745968.0,NickHumphreyWx,"Brookings, SD",en,44.3009135,'398206355749605376',Central Time (US & Canada),-96.788018,-21600
"Good morning loves! I know Davao isn't affected by Yolanda, but I'm still hoping for cancellation of ... http://t.co/P7d6Q9YeCV",1383745970.0,neymMD,Privet Drive,en,,'398206364788334592',Taipei,,28800
#YolandaPH leave us!!!! Pls... We scared. ,1383745972.0,itsssmikaela252,Earth,en,,'398206372690395136',,,
"Typhoon Yolanda at 822km east of Hinatuan, Surigao Del Sur, with max. winds of 215kph &amp; gustiness of up to 250kph #YolandaPH",1383745975.0,ANCALERTS,Philippines,en,,'398206385168453632',Singapore,,28800
@ABSCBNNews: WATCH: How super typhoon Yolanda will hit Philippines http://t.co/dVzUhadWZF #fb,1383745983.0,kristyencinares,Philippines,en,,'398206419385585664',Hong Kong,,28800
"Dilubyo is coming!!! Oh no!! Super typhoon Yolanda hits Category 5, extremely serious threat to Philippines!!! :( #YolandaPH",1383745985.0,jebiijebjeb,,en,,'398206429141561344',Hawaii,,-36000
A Super Typhoon will make a direct hit on the Philippines...the satellite images are CRAZY.  Chuck has the latest on Local 4 News at 5:30.,1383745986.0,PaulGrossLocal4,Detroit,en,,'398206432945782784',,,
"""@ANCALERTS: PAGASA: Typhoon Yolanda intensifies further as it continues to move west northwest at 30kph towards Eastern Visayas #YolandaPH""",1383745989.0,yleenna26,"QC,PHL",en,,'398206446250098688',Alaska,,-32400
@ANCALERTS: PAGASA: Typhoon Yolanda intensifies further as it continues to move west northwest at 30kph towards Eastern Visayas #YolandaPH,1383745992.0,wifeofKRONOS,Makati,en,14.56289381,'398206457163702273',Alaska,121.05336541,-32400
Good morning...keep safe everyone...#YolandaPH,1383746002.0,simplyjm25,,en,,'398206499060609025',,,
"Good Morning and you typhoon, better stay away &gt;3&lt; still 6AM and it's already raining &gt;&lt;",1383746003.0,skybethel,Philippines,en,,'398206505381408769',Beijing,,28800
"Super Typhoon #Haiyan is the largest Tropical System of the year, and will impact the Philippines early Friday. http://t.co/okhLtemTu0",1383746005.0,WindowsotWorld,New York,en,,'398206512440422401',Eastern Time (US & Canada),,-18000
OUR FAITH IS WATERPROOF. #YolandaPH,1383746007.0,theleelanter,Philippines,en,,'398206520388640768',Pacific Time (US & Canada),,-28800
The anticipation for tomorrow's typhoon is creepy,1383746012.0,stephanieherjay,,en,,'398206542316445697',Alaska,,-32400
#greece #nisyros #island #typhoon #sea #beautiful #scary http://t.co/f1ITqPhkKY,1383746015.0,crispi_diamond,", Greece",en,,'398206552144084992',Athens,,7200
"@Parkerj05 you just wait. Don't underestimate me. My name is Yolanda after all, I was made for this!",1383746016.0,YolandaJacob,London/Essex,en,,'398206559068884992',Mountain Time (US & Canada),,-25200
